state,county,county_fips,Appalachian
CO,Moffat County,8081,0
CO,Montezuma County,8083,0
CO,Montrose County,8085,0
CO,Morgan County,8087,0
CO,Otero County,8089,0
CO,Ouray County,8091,0
CO,Park County,8093,0
CO,Phillips County,8095,0
CO,Pitkin County,8097,0
CO,Prowers County,8099,0
CO,Pueblo County,8101,0
CO,Rio Blanco County,8103,0
CO,Rio Grande County,8105,0
CO,Routt County,8107,0
CO,Saguache County,8109,0
CO,San Juan County,8111,0
CO,San Miguel County,8113,0
CO,Sedgwick County,8115,0
CO,Summit County,8117,0
CO,Teller County,8119,0
CO,Washington County,8121,0
CO,Weld County,8123,0
CO,Yuma County,8125,0
CT,Fairfield County,9001,0
CT,Hartford County,9003,0
CT,Litchfield County,9005,0
CT,Middlesex County,9007,0
CT,New Haven County,9009,0
CT,New London County,9011,0
CT,Tolland County,9013,0
CT,Windham County,9015,0
DC,District of Columbia,11001,0
DE,Kent County,10001,0
DE,New Castle County,10003,0
DE,Sussex County,10005,0
FL,Alachua County,12001,0
FL,Baker County,12003,0
FL,Bay County,12005,0
FL,Bradford County,12007,0
FL,Brevard County,12009,0
FL,Broward County,12011,0
FL,Calhoun County,12013,0
FL,Charlotte County,12015,0
FL,Citrus County,12017,0
FL,Clay County,12019,0
FL,Collier County,12021,0
FL,Columbia County,12023,0
FL,DeSoto County,12027,0
FL,Dixie County,12029,0
FL,Duval County,12031,0
FL,Escambia County,12033,0
FL,Flagler County,12035,0
FL,Franklin County,12037,0
FL,Gadsden County,12039,0
FL,Gilchrist County,12041,0
FL,Glades County,12043,0
FL,Gulf County,12045,0
FL,Hamilton County,12047,0
FL,Hardee County,12049,0
FL,Hendry County,12051,0
FL,Hernando County,12053,0
FL,Highlands County,12055,0
FL,Hillsborough County,12057,0
FL,Holmes County,12059,0
FL,Indian River County,12061,0
FL,Jackson County,12063,0
FL,Jefferson County,12065,0
FL,Lafayette County,12067,0
FL,Lake County,12069,0
FL,Lee County,12071,0
FL,Leon County,12073,0
FL,Levy County,12075,0
FL,Liberty County,12077,0
FL,Madison County,12079,0
FL,Manatee County,12081,0
FL,Marion County,12083,0
FL,Martin County,12085,0
FL,Miami-Dade County,12086,0
FL,Monroe County,12087,0
FL,Nassau County,12089,0
FL,Okaloosa County,12091,0
FL,Okeechobee County,12093,0
FL,Orange County,12095,0
FL,Osceola County,12097,0
FL,Palm Beach County,12099,0
FL,Pasco County,12101,0
FL,Pinellas County,12103,0
FL,Polk County,12105,0
FL,Putnam County,12107,0
FL,Santa Rosa County,12113,0
FL,Sarasota County,12115,0
FL,Seminole County,12117,0
FL,St. Johns County,12109,0
FL,St. Lucie County,12111,0
FL,Sumter County,12119,0
FL,Suwannee County,12121,0
FL,Taylor County,12123,0
FL,Union County,12125,0
FL,Volusia County,12127,0
FL,Wakulla County,12129,0
FL,Walton County,12131,0
FL,Washington County,12133,0
GA,Appling County,13001,0
GA,Atkinson County,13003,0
GA,Bacon County,13005,0
GA,Baker County,13007,0
GA,Baldwin County,13009,0
GA,Banks County,13011,1
GA,Barrow County,13013,1
GA,Bartow County,13015,1
GA,Ben Hill County,13017,0
GA,Berrien County,13019,0
GA,Bibb County,13021,0
GA,Bleckley County,13023,0
GA,Brantley County,13025,0
GA,Brooks County,13027,0
GA,Bryan County,13029,0
GA,Bulloch County,13031,0
GA,Burke County,13033,0
GA,Butts County,13035,0
GA,Calhoun County,13037,0
GA,Camden County,13039,0
GA,Candler County,13043,0
GA,Carroll County,13045,1
GA,Catoosa County,13047,1
GA,Charlton County,13049,0
GA,Chatham County,13051,0
GA,Chattahoochee County,13053,0
GA,Chattooga County,13055,1
GA,Cherokee County,13057,1
GA,Clarke County,13059,0
GA,Clay County,13061,0
GA,Clayton County,13063,0
GA,Clinch County,13065,0
GA,Cobb County,13067,0
GA,Coffee County,13069,0
GA,Colquitt County,13071,0
GA,Columbia County,13073,0
GA,Cook County,13075,0
GA,Coweta County,13077,0
GA,Crawford County,13079,0
GA,Crisp County,13081,0
GA,Dade County,13083,1
GA,Dawson County,13085,1
GA,DeKalb County,13089,0
GA,Decatur County,13087,0
GA,Dodge County,13091,0
GA,Dooly County,13093,0
GA,Dougherty County,13095,0
GA,Douglas County,13097,1
GA,Early County,13099,0
GA,Echols County,13101,0
GA,Effingham County,13103,0
GA,Elbert County,13105,1
GA,Emanuel County,13107,0
GA,Evans County,13109,0
GA,Fannin County,13111,1
GA,Fayette County,13113,0
GA,Floyd County,13115,1
GA,Forsyth County,13117,1
GA,Franklin County,13119,1
GA,Fulton County,13121,0
GA,Gilmer County,13123,1
GA,Glascock County,13125,0
GA,Glynn County,13127,0
GA,Gordon County,13129,1
GA,Grady County,13131,0
GA,Greene County,13133,0
GA,Gwinnett County,13135,1
GA,Habersham County,13137,1
GA,Hall County,13139,1
GA,Hancock County,13141,0
GA,Haralson County,13143,1
GA,Harris County,13145,0
GA,Hart County,13147,1
GA,Heard County,13149,1
GA,Henry County,13151,0
GA,Houston County,13153,0
GA,Irwin County,13155,0
GA,Jackson County,13157,1
GA,Jasper County,13159,0
GA,Jeff Davis County,13161,0
GA,Jefferson County,13163,0
GA,Jenkins County,13165,0
GA,Johnson County,13167,0
GA,Jones County,13169,0
GA,Lamar County,13171,0
GA,Lanier County,13173,0
GA,Laurens County,13175,0
GA,Lee County,13177,0
GA,Liberty County,13179,0
GA,Lincoln County,13181,0
GA,Long County,13183,0
GA,Lowndes County,13185,0
GA,Lumpkin County,13187,1
GA,Macon County,13193,0
GA,Madison County,13195,1
GA,Marion County,13197,0
GA,McDuffie County,13189,0
GA,McIntosh County,13191,0
GA,Meriwether County,13199,0
GA,Miller County,13201,0
GA,Mitchell County,13205,0
GA,Monroe County,13207,0
GA,Montgomery County,13209,0
GA,Morgan County,13211,0
GA,Murray County,13213,1
GA,Muscogee County,13215,0
GA,Newton County,13217,0
GA,Oconee County,13219,0
GA,Oglethorpe County,13221,0
GA,Paulding County,13223,1
GA,Peach County,13225,0
GA,Pickens County,13227,1
GA,Pierce County,13229,0
GA,Pike County,13231,0
GA,Polk County,13233,1
GA,Pulaski County,13235,0
GA,Putnam County,13237,0
GA,Quitman County,13239,0
GA,Rabun County,13241,1
GA,Randolph County,13243,0
GA,Richmond County,13245,0
GA,Rockdale County,13247,0
GA,Schley County,13249,0
GA,Screven County,13251,0
GA,Seminole County,13253,0
GA,Spalding County,13255,0
GA,Stephens County,13257,1
GA,Stewart County,13259,0
GA,Sumter County,13261,0
GA,Talbot County,13263,0
GA,Taliaferro County,13265,0
GA,Tattnall County,13267,0
GA,Taylor County,13269,0
GA,Telfair County,13271,0
GA,Terrell County,13273,0
GA,Thomas County,13275,0
GA,Tift County,13277,0
GA,Toombs County,13279,0
GA,Towns County,13281,1
GA,Treutlen County,13283,0
GA,Troup County,13285,0
GA,Turner County,13287,0
GA,Twiggs County,13289,0
GA,Union County,13291,1
GA,Upson County,13293,0
GA,Walker County,13295,1
GA,Walton County,13297,0
GA,Ware County,13299,0
GA,Warren County,13301,0
GA,Washington County,13303,0
GA,Wayne County,13305,0
GA,Webster County,13307,0
GA,Wheeler County,13309,0
GA,White County,13311,1
GA,Whitfield County,13313,1
GA,Wilcox County,13315,0
GA,Wilkes County,13317,0
GA,Wilkinson County,13319,0
GA,Worth County,13321,0
HI,Hawaii County,15001,0
HI,Honolulu County,15003,0
HI,Kalawao County,15005,0
HI,Kauai County,15007,0
HI,Maui County,15009,0
IA,Adair County,19001,0
IA,Adams County,19003,0
IA,Allamakee County,19005,0
IA,Appanoose County,19007,0
IA,Audubon County,19009,0
IA,Benton County,19011,0
IA,Black Hawk County,19013,0
IA,Boone County,19015,0
IA,Bremer County,19017,0
IA,Buchanan County,19019,0
IA,Buena Vista County,19021,0
IA,Butler County,19023,0
IA,Calhoun County,19025,0
IA,Carroll County,19027,0
IA,Cass County,19029,0
IA,Cedar County,19031,0
IA,Cerro Gordo County,19033,0
IA,Cherokee County,19035,0
IA,Chickasaw County,19037,0
IA,Clarke County,19039,0
IA,Clay County,19041,0
IA,Clayton County,19043,0
IA,Clinton County,19045,0
IA,Crawford County,19047,0
IA,Dallas County,19049,0
IA,Davis County,19051,0
IA,Decatur County,19053,0
IA,Delaware County,19055,0
IA,Des Moines County,19057,0
IA,Dickinson County,19059,0
IA,Dubuque County,19061,0
IA,Emmet County,19063,0
IA,Fayette County,19065,0
IA,Floyd County,19067,0
IA,Franklin County,19069,0
IA,Fremont County,19071,0
IA,Greene County,19073,0
IA,Grundy County,19075,0
IA,Guthrie County,19077,0
IA,Hamilton County,19079,0
IA,Hancock County,19081,0
IA,Hardin County,19083,0
IA,Harrison County,19085,0
IA,Henry County,19087,0
IA,Howard County,19089,0
IA,Humboldt County,19091,0
IA,Ida County,19093,0
IA,Iowa County,19095,0
IA,Jackson County,19097,0
IA,Jasper County,19099,0
IA,Jefferson County,19101,0
IA,Johnson County,19103,0
IA,Jones County,19105,0
IA,Keokuk County,19107,0
IA,Kossuth County,19109,0
IA,Lee County,19111,0
IA,Linn County,19113,0
IA,Louisa County,19115,0
IA,Lucas County,19117,0
IA,Lyon County,19119,0
IA,Madison County,19121,0
IA,Mahaska County,19123,0
IA,Marion County,19125,0
IA,Marshall County,19127,0
IA,Mills County,19129,0
IA,Mitchell County,19131,0
IA,Monona County,19133,0
IA,Monroe County,19135,0
IA,Montgomery County,19137,0
IA,Muscatine County,19139,0
IA,O'Brien County,19141,0
IA,Osceola County,19143,0
IA,Page County,19145,0
IA,Palo Alto County,19147,0
IA,Plymouth County,19149,0
IA,Pocahontas County,19151,0
IA,Polk County,19153,0
IA,Pottawattamie County,19155,0
IA,Poweshiek County,19157,0
IA,Ringgold County,19159,0
IA,Sac County,19161,0
IA,Scott County,19163,0
IA,Shelby County,19165,0
IA,Sioux County,19167,0
IA,Story County,19169,0
IA,Tama County,19171,0
IA,Taylor County,19173,0
IA,Union County,19175,0
IA,Van Buren County,19177,0
IA,Wapello County,19179,0
IA,Warren County,19181,0
IA,Washington County,19183,0
IA,Wayne County,19185,0
IA,Webster County,19187,0
IA,Winnebago County,19189,0
IA,Winneshiek County,19191,0
IA,Woodbury County,19193,0
IA,Worth County,19195,0
IA,Wright County,19197,0
ID,Ada County,16001,0
ID,Adams County,16003,0
ID,Bannock County,16005,0
ID,Bear Lake County,16007,0
ID,Benewah County,16009,0
ID,Bingham County,16011,0
ID,Blaine County,16013,0
ID,Boise County,16015,0
ID,Bonner County,16017,0
ID,Bonneville County,16019,0
ID,Boundary County,16021,0
ID,Butte County,16023,0
ID,Camas County,16025,0
ID,Canyon County,16027,0
ID,Caribou County,16029,0
ID,Cassia County,16031,0
ID,Clark County,16033,0
ID,Clearwater County,16035,0
ID,Custer County,16037,0
ID,Elmore County,16039,0
ID,Franklin County,16041,0
ID,Fremont County,16043,0
ID,Gem County,16045,0
ID,Gooding County,16047,0
ID,Idaho County,16049,0
ID,Jefferson County,16051,0
ID,Jerome County,16053,0
ID,Kootenai County,16055,0
ID,Latah County,16057,0
ID,Lemhi County,16059,0
ID,Lewis County,16061,0
ID,Lincoln County,16063,0
ID,Madison County,16065,0
ID,Minidoka County,16067,0
ID,Nez Perce County,16069,0
ID,Oneida County,16071,0
ID,Owyhee County,16073,0
ID,Payette County,16075,0
ID,Power County,16077,0
ID,Shoshone County,16079,0
ID,Teton County,16081,0
ID,Twin Falls County,16083,0
ID,Valley County,16085,0
ID,Washington County,16087,0
IL,Adams County,17001,0
IL,Alexander County,17003,0
IL,Bond County,17005,0
IL,Boone County,17007,0
IL,Brown County,17009,0
IL,Bureau County,17011,0
IL,Calhoun County,17013,0
IL,Carroll County,17015,0
IL,Cass County,17017,0
IL,Champaign County,17019,0
IL,Christian County,17021,0
IL,Clark County,17023,0
IL,Clay County,17025,0
IL,Clinton County,17027,0
IL,Coles County,17029,0
IL,Cook County,17031,0
IL,Crawford County,17033,0
IL,Cumberland County,17035,0
IL,De Witt County,17039,0
IL,DeKalb County,17037,0
IL,Douglas County,17041,0
IL,DuPage County,17043,0
IL,Edgar County,17045,0
IL,Edwards County,17047,0
IL,Effingham County,17049,0
IL,Fayette County,17051,0
IL,Ford County,17053,0
IL,Franklin County,17055,0
IL,Fulton County,17057,0
IL,Gallatin County,17059,0
IL,Greene County,17061,0
IL,Grundy County,17063,0
IL,Hamilton County,17065,0
IL,Hancock County,17067,0
IL,Hardin County,17069,0
IL,Henderson County,17071,0
IL,Henry County,17073,0
IL,Iroquois County,17075,0
IL,Jackson County,17077,0
IL,Jasper County,17079,0
IL,Jefferson County,17081,0
IL,Jersey County,17083,0
IL,Jo Daviess County,17085,0
IL,Johnson County,17087,0
IL,Kane County,17089,0
IL,Kankakee County,17091,0
IL,Kendall County,17093,0
IL,Knox County,17095,0
IL,LaSalle County,17099,0
IL,Lake County,17097,0
IL,Lawrence County,17101,0
IL,Lee County,17103,0
IL,Livingston County,17105,0
IL,Logan County,17107,0
IL,Macon County,17115,0
IL,Macoupin County,17117,0
IL,Madison County,17119,0
IL,Marion County,17121,0
IL,Marshall County,17123,0
IL,Mason County,17125,0
IL,Massac County,17127,0
IL,McDonough County,17109,0
IL,McHenry County,17111,0
IL,McLean County,17113,0
IL,Menard County,17129,0
IL,Mercer County,17131,0
IL,Monroe County,17133,0
IL,Montgomery County,17135,0
IL,Morgan County,17137,0
IL,Moultrie County,17139,0
IL,Ogle County,17141,0
IL,Peoria County,17143,0
IL,Perry County,17145,0
IL,Piatt County,17147,0
IL,Pike County,17149,0
IL,Pope County,17151,0
IL,Pulaski County,17153,0
IL,Putnam County,17155,0
IL,Randolph County,17157,0
IL,Richland County,17159,0
IL,Rock Island County,17161,0
IL,Saline County,17165,0
IL,Sangamon County,17167,0
IL,Schuyler County,17169,0
IL,Scott County,17171,0
IL,Shelby County,17173,0
IL,St. Clair County,17163,0
IL,Stark County,17175,0
IL,Stephenson County,17177,0
IL,Tazewell County,17179,0
IL,Union County,17181,0
IL,Vermilion County,17183,0
IL,Wabash County,17185,0
IL,Warren County,17187,0
IL,Washington County,17189,0
IL,Wayne County,17191,0
IL,White County,17193,0
IL,Whiteside County,17195,0
IL,Will County,17197,0
IL,Williamson County,17199,0
IL,Winnebago County,17201,0
IL,Woodford County,17203,0
IN,Adams County,18001,0
IN,Allen County,18003,0
IN,Bartholomew County,18005,0
IN,Benton County,18007,0
IN,Blackford County,18009,0
IN,Boone County,18011,0
IN,Brown County,18013,0
IN,Carroll County,18015,0
IN,Cass County,18017,0
IN,Clark County,18019,0
IN,Clay County,18021,0
IN,Clinton County,18023,0
IN,Crawford County,18025,0
IN,Daviess County,18027,0
IN,DeKalb County,18033,0
IN,Dearborn County,18029,0
IN,Decatur County,18031,0
IN,Delaware County,18035,0
IN,Dubois County,18037,0
IN,Elkhart County,18039,0
IN,Fayette County,18041,0
IN,Floyd County,18043,0
IN,Fountain County,18045,0
IN,Franklin County,18047,0
IN,Fulton County,18049,0
IN,Gibson County,18051,0
IN,Grant County,18053,0
IN,Greene County,18055,0
IN,Hamilton County,18057,0
IN,Hancock County,18059,0
IN,Harrison County,18061,0
IN,Hendricks County,18063,0
IN,Henry County,18065,0
IN,Howard County,18067,0
IN,Huntington County,18069,0
IN,Jackson County,18071,0
IN,Jasper County,18073,0
IN,Jay County,18075,0
IN,Jefferson County,18077,0
IN,Jennings County,18079,0
IN,Johnson County,18081,0
IN,Knox County,18083,0
IN,Kosciusko County,18085,0
IN,LaGrange County,18087,0
IN,LaPorte County,18091,0
IN,Lake County,18089,0
IN,Lawrence County,18093,0
IN,Madison County,18095,0
IN,Marion County,18097,0
IN,Marshall County,18099,0
IN,Martin County,18101,0
IN,Miami County,18103,0
IN,Monroe County,18105,0
IN,Montgomery County,18107,0
IN,Morgan County,18109,0
IN,Newton County,18111,0
IN,Noble County,18113,0
IN,Ohio County,18115,0
IN,Orange County,18117,0
IN,Owen County,18119,0
IN,Parke County,18121,0
IN,Perry County,18123,0
IN,Pike County,18125,0
IN,Porter County,18127,0
IN,Posey County,18129,0
IN,Pulaski County,18131,0
IN,Putnam County,18133,0
IN,Randolph County,18135,0
IN,Ripley County,18137,0
IN,Rush County,18139,0
IN,Scott County,18143,0
IN,Shelby County,18145,0
IN,Spencer County,18147,0
IN,St. Joseph County,18141,0
IN,Starke County,18149,0
IN,Steuben County,18151,0
IN,Sullivan County,18153,0
IN,Switzerland County,18155,0
IN,Tippecanoe County,18157,0
IN,Tipton County,18159,0
IN,Union County,18161,0
IN,Vanderburgh County,18163,0
IN,Vermillion County,18165,0
IN,Vigo County,18167,0
IN,Wabash County,18169,0
IN,Warren County,18171,0
IN,Warrick County,18173,0
IN,Washington County,18175,0
IN,Wayne County,18177,0
IN,Wells County,18179,0
IN,White County,18181,0
IN,Whitley County,18183,0
KS,Allen County,20001,0
KS,Anderson County,20003,0
KS,Atchison County,20005,0
KS,Barber County,20007,0
KS,Barton County,20009,0
KS,Bourbon County,20011,0
KS,Brown County,20013,0
KS,Butler County,20015,0
KS,Chase County,20017,0
KS,Chautauqua County,20019,0
KS,Cherokee County,20021,0
KS,Cheyenne County,20023,0
KS,Clark County,20025,0
KS,Clay County,20027,0
KS,Cloud County,20029,0
KS,Coffey County,20031,0
KS,Comanche County,20033,0
KS,Cowley County,20035,0
KS,Crawford County,20037,0
KS,Decatur County,20039,0
KS,Dickinson County,20041,0
KS,Doniphan County,20043,0
KS,Douglas County,20045,0
KS,Edwards County,20047,0
KS,Elk County,20049,0
KS,Ellis County,20051,0
KS,Ellsworth County,20053,0
KS,Finney County,20055,0
KS,Ford County,20057,0
KS,Franklin County,20059,0
KS,Geary County,20061,0
KS,Gove County,20063,0
KS,Graham County,20065,0
KS,Grant County,20067,0
KS,Gray County,20069,0
KS,Greeley County,20071,0
KS,Greenwood County,20073,0
KS,Hamilton County,20075,0
KS,Harper County,20077,0
KS,Harvey County,20079,0
KS,Haskell County,20081,0
KS,Hodgeman County,20083,0
KS,Jackson County,20085,0
KS,Jefferson County,20087,0
KS,Jewell County,20089,0
KS,Johnson County,20091,0
KS,Kearny County,20093,0
KS,Kingman County,20095,0
KS,Kiowa County,20097,0
KS,Labette County,20099,0
KS,Lane County,20101,0
KS,Leavenworth County,20103,0
KS,Lincoln County,20105,0
KS,Linn County,20107,0
KS,Logan County,20109,0
KS,Lyon County,20111,0
KS,Marion County,20115,0
KS,Marshall County,20117,0
KS,McPherson County,20113,0
KS,Meade County,20119,0
KS,Miami County,20121,0
KS,Mitchell County,20123,0
KS,Montgomery County,20125,0
KS,Morris County,20127,0
KS,Morton County,20129,0
KS,Nemaha County,20131,0
KS,Neosho County,20133,0
KS,Ness County,20135,0
KS,Norton County,20137,0
KS,Osage County,20139,0
KS,Osborne County,20141,0
KS,Ottawa County,20143,0
KS,Pawnee County,20145,0
KS,Phillips County,20147,0
KS,Pottawatomie County,20149,0
KS,Pratt County,20151,0
KS,Rawlins County,20153,0
KS,Reno County,20155,0
KS,Republic County,20157,0
KS,Rice County,20159,0
KS,Riley County,20161,0
KS,Rooks County,20163,0
KS,Rush County,20165,0
KS,Russell County,20167,0
KS,Saline County,20169,0
KS,Scott County,20171,0
KS,Sedgwick County,20173,0
KS,Seward County,20175,0
KS,Shawnee County,20177,0
KS,Sheridan County,20179,0
KS,Sherman County,20181,0
KS,Smith County,20183,0
KS,Stafford County,20185,0
KS,Stanton County,20187,0
KS,Stevens County,20189,0
KS,Sumner County,20191,0
